719	49.76	
720	12.59	
721	49.78	
722	49.74	
723	49.75	
724	21.93	
725	17.29	
726	45.14	
727	42.48	
728	12.58	
729	50.01	
730	46.83	
731	24.26	
732	34.31	
733	33.80	
734	49.88	
735	10.48	
736	25.04	
737	44.35	
738	8.99	
739	26.72	
740	49.99	
741	49.76	
742	17.30	
743	25.75	
744	49.80	
745	21.25	
746	49.77	
747	43.57	
748	43.78	
749	2.42	
750	49.89	
751	35.15	
752	50.11	
753	19.60	
754	48.23	
755	8.67	
756	37.56	
757	48.30	
758	48.22	
759	21.17	
760	43.63	
761	48.30	
762	3.20	
763	47.46	
764	49.77	
765	2.44	
766	49.86	
767	49.74	
768	49.77	
769	49.74	
770	49.80	
771	0.84	
772	50.03	
773	49.76	
774	9.53	
775	38.22	
776	49.79	
777	21.24	
778	32.85	
779	49.77	
780	12.59	
781	50.03	
782	18.89	
783	49.78	
784	25.55	
785	18.09	
786	49.77	
787	49.78	
788	6.00	
789	38.19	
790	26.60	
791	48.31	
792	6.65	
793	43.93	
794	48.25	
795	46.06	
796	3.22	
797	49.77	
798	49.71	
799	14.16	
800	49.78	
801	49.77	
802	27.30	
803	43.97	
804	15.72	
805	36.87	
806	43.62	
807	30.93	
808	49.77	
809	5.55	
810	49.78	
811	29.73	
812	32.04	
813	33.89	
814	14.20	
815	40.67	
816	37.56	
817	39.41	
818	38.98	
819	49.77	
820	40.64	
821	48.62	
822	50.48	
823	33.69	
824	43.61	
825	41.66	
826	15.74	
827	12.47	
828	32.53	
829	35.18	
830	26.61	
831	32.75	
832	49.79	
833	15.72	
834	46.88	
835	18.07	
836	26.80	
837	50.05	
838	17.57	
839	49.78	
840	12.61	
841	48.24	
842	3.45	
843	22.78	
844	34.39	
845	49.78	
846	45.40	
847	49.74	
848	49.77	
849	31.47	
850	49.85	
851	7.11	
852	49.79	
853	14.34	
854	28.39	
855	32.88	
856	50.06	
857	38.21	
858	49.79	
859	39.67	
860	18.05	
861	49.80	
862	18.89	
863	40.55	
864	49.96	
865	38.30	
866	20.46	
867	36.16	
868	3.21	
869	49.81	
870	9.49	
871	21.41	
872	44.20	
873	47.51	
874	11.05	
875	49.79	
876	44.50	
877	50.01	
878	45.17	
879	49.79	
880	37.45	
881	40.78	
882	49.96	
883	50.02	
884	44.27	
885	35.93	
886	21.98	
887	49.83	
888	6.92	
889	38.22	
890	49.79	
891	49.80	
892	40.90	
893	40.73	
894	49.81	
895	50.01	
896	49.81	
897	42.86	
898	14.18	
899	50.04	
900	49.81	
901	36.70	
902	22.01	
903	24.12	
904	6.35	
905	49.79	
906	4.80	
907	17.50	
908	49.80	
909	49.78	
910	15.99	
911	44.01	
912	13.82	
913	49.80	
914	49.80	
915	38.26	
916	49.80	
917	45.96	
918	35.99	
919	45.18	
920	43.76	
921	39.99	
922	49.91	
923	2.42	
924	49.85	
925	34.03	
926	49.85	
927	50.22	
928	49.82	
929	40.55	
930	45.19	
931	49.81	
932	34.41	
933	22.94	
934	2.33	
935	49.82	
936	12.62	
937	42.28	
938	49.81	
939	25.25	
940	27.14	
941	47.54	
942	6.01	
943	4.01	
944	26.41	
945	34.07	
946	41.20	
947	14.41	
948	40.57	
949	42.86	
950	11.07	
951	49.82	
952	32.24	
953	49.82	
954	50.07	
955	28.99	
956	49.84	
957	28.99	
958	34.76	
959	10.26	
960	49.85	
961	16.81	
962	26.79	
963	40.56	
964	12.64	
965	49.82	
966	42.27	
967	49.82	
968	49.83	
969	46.27	
970	45.19	
971	10.27	
972	27.39	
973	48.29	
974	3.49	
975	39.79	
976	25.54	
977	50.12	
978	7.91	
979	44.63	
980	29.19	
981	20.77	
982	39.20	
983	10.71	
984	6.72	
985	49.84	
986	49.83	
987	5.04	
988	3.22	
989	45.97	
990	8.36	
991	38.80	
992	50.18	
993	1.64	
994	49.86	
995	44.94	
996	3.34	
997	50.39	
998	1.64	
999	10.85	
1000	49.84	
1001	46.23	
1002	20.76	
1003	15.81	
1004	49.83	
1005	39.32	
1006	17.00	
1007	49.85	
1008	12.63	
1009	38.27	
1010	24.45	
1011	49.12	
1012	28.39	
1013	49.85	
1014	43.14	
1015	25.65	
1016	6.36	
1017	29.91	
1018	27.99	
1019	46.20	
1020	3.29	
1021	47.56	
1022	9.44	
1023	49.08	
1024	49.85	
