100	28.20	28.14
101	49.56	49.54
102	49.56	49.51
103	49.57	49.51
104	49.55	49.50
105	44.25	44.15
106	49.57	49.50
107	49.61	49.70
108	49.57	49.50
109	49.55	49.53
110	46.55	46.47
111	35.96	35.88
112	49.54	49.51
113	22.55	22.30
114	49.56	49.63
115	46.56	47.34
116	43.52	43.45
117	49.58	49.51
118	43.50	43.87
119	34.49	35.14
120	49.56	49.60
